File name,NOS Title,URN,SOC Code,Suite
astlb2.pdf,calculate and pay benefits,astlb2,['4129'],administration of local revenues and benefits
astlb3.pdf,monitor ongoing entitlement to benefits,astlb3,['4129'],administration of local revenues and benefits
astll1.pdf,develop and maintain marketing materials for letting owned properties,astll1,['1251'],residential landlords
astll10.pdf,implement check-out procedures and dispersals in a letting environment,astll10,['1251'],residential landlords
astll11.pdf,respond to requests for repairs and organise the maintenance and repair of property,astll11,['1251'],residential landlords
astll12.pdf,inspect the condition of property to let,astll12,['1251'],residential landlords
astll3.pdf,progress applications to rent property,astll3,['1251'],residential landlords
astll4.pdf,negotiate tenancy / licence agreements,astll4,['1251'],residential landlords
astll5.pdf,prepare inventories for owned properties to let,astll5,['1251'],residential landlords
astll7.pdf,visit tenanted properties,astll7,['1251'],residential landlords
astll8.pdf,renew and extend tenancy / licence agreements and review rents,astll8,['1251'],residential landlords
astll9.pdf,bring tenancy / licence agreements to an end,astll9,['1251'],residential landlords
astllca.pdf,maintain the statutory local land charges register,astllca,['3565'],local land charges and property information
astllcb.pdf,contribute to maintaining the statutory local land charges register,astllcb,['3565'],local land charges and property information
astllcc.pdf,maintain records in order to respond to official local land and property enquiries,astllcc,['3565'],local land charges and property information
astllcd.pdf,contribute to maintaining records in order to respond to official land and property enquiries,astllcd,['3565'],local land charges and property information 2009
astllce.pdf,manage communications regarding the local land and property information service,astllce,['3565'],local land charges and property information 2009
astllcf.pdf,provide information and assistance to individuals accessing the local land and property information service,astllcf,['3565'],local land charges and property information 2009
astllcg.pdf,carry out searches of the local land charges register and respond to official local land and property enquiries,astllcg,['3565'],local land charges and property information
astllch.pdf,provide responses to official local land and property enquiries,astllch,['3565'],local land charges and property information 2009
astllci.pdf,register and confirm personal search instructions from clients,astllci,['3565'],local land charges and property information 2009
astllcj.pdf,prepare to carry out personal searches of local land and property information,astllcj,['3565'],local land charges and property information 2009
astllck.pdf,research local land and property information,astllck,['3565'],local land charges and property information 2009
astllcl.pdf,compile and present accurate and comprehensive personal search reports,astllcl,['3565'],local land charges and property information 2009
astllcm.pdf,deliver personal search reports to clients,astllcm,['3565'],local land charges and property information 2009
astllcn.pdf,conduct personal searches of local land and property information,astllcn,['3565'],local land charges and property information 2009
astllco.pdf,design and compile accurate and comprehensive personal search reports,astllco,['3565'],local land charges and property information 2009
astlra1.pdf,maintain activities to meet requirements,astlra1,['3561'],land registration
astlrc4.pdf,create effective working relationships,astlrc4,['3561'],land registration
astlrc7.pdf,contribute to the selection of personnel for activities,astlrc7,['3561'],land registration
astlrc9.pdf,contribute to the development of teams and individuals,astlrc9,['3561'],land registration
astlrd1v1.pdf,manage information for action,astlrd1,['3561'],land registration
astlrics21.pdf,give customers a positive impression of yourself and your organisation,astlrics2-1,['3561'],land registration
astlrics23.pdf,develop customer relationships,astlrics2-3,['3561'],land registration
astlrics26.pdf,develop personal performance through delivering customer service,astlrics2-6,['3561'],land registration
astlrl14.pdf,support learners by mentoring in the workplace,astlrl14,['3561'],land registration
astlrr2.1.pdf,maintain effective working,astlrr2.1,['3561'],land registration
astlrr2.10.pdf,despatch relevant information to agents,astlrr2.10,['3561'],land registration
astlrr2.11.pdf,settle complex plans cases,astlrr2.11,['3561'],land registration
astlrr2.12.pdf,identify rights and burdens relating to applications,astlrr2.12,['3561'],land registration
astlrr2.13.pdf,contribute to the preparation of production research areas,astlrr2.13,['3561'],land registration
astlrr2.2.pdf,check applications for land registration,astlrr2.2,['3561'],land registration
astlrr2.3.pdf,allocate and record new applications,astlrr2.3,['3561'],land registration
astlrr2.4.pdf,cross reference information and close entries on existing registers,astlrr2.4,['3561'],land registration
astlrr2.5.pdf,carry out plans identification and categorisation,astlrr2.5,['3561'],land registration
astlrr2.6.pdf,settle plans within prepared areas,astlrr2.6,['3561'],land registration
astlrr2.7.pdf,identify rights and burdens relating to applications within prepared areas,astlrr2.7,['3561'],land registration
astlrr2.8.pdf,register proprietor and charge holder interests in land,astlrr2.8,['3561'],land registration
astlrr2.9.pdf,"collate, input and archive information relating to registration applications",astlrr2.9,['3561'],land registration
astlrr3.12.pdf,identify rights and burdens relating to applications,astlrr3.12,['3561'],land registration
astlrr3.14.pdf,assist team members in processing complex or unusual applications,astlrr3.14,['3561'],land registration
astlrr3.15.pdf,manage the impacts of organisational change,astlrr3.15,['3561'],land registration
astlt1.pdf,maintain records of properties for local taxation purposes,astlt1,['4129'],administration of local revenues and benefits
astlt2.pdf,establish liabilities and amounts due,astlt2,['4129'],administration of local revenues and benefits
astlt3.pdf,implement billing and collection procedures,astlt3,['4129'],administration of local revenues and benefits
astlt4.pdf,recover and enforce sums overdue,astlt4,['4129'],administration of local revenues and benefits
astndea1.pdf,"work in a safe, effective, professional and ethical manner",astndea1,['3565'],non domestic energy advisors
astndea2.pdf,prepare for energy assessments of non-dwellings to fulfil regulatory requirements for asset ratings,astndea2,['3565'],non domestic energy assessors
astndea3.pdf,conduct site visits to inspect property and provide initial advice to clients,astndea3,['3565'],non domestic energy advisors
astndea4.pdf,prepare and explain home energy audit reports,astndea4,['3565'],non domestic energy advisors
astndea5.pdf,undertake energy assessments of existing level 3 non-dwellings using the simplified building energy model (sbem),astndea5,['3565'],energy advisers
astndea6.pdf,undertake energy assessments of existing level 4 non-dwellings using the simplified building energy model (sbem),astndea6,['3565'],green deal energy advice
astndea7.pdf,undertake energy assessments of existing level 5 non-dwellings requiring the use of dynamic simulation models (dsms),astndea7,['3565'],energy advisers
astndea8.pdf,report on the energy assessment of new and existing non-dwellings using the simplified building energy model (sbem),astndea8,['3565'],green deal energy advice
astndea9.pdf,report on the energy assessment of new and existing non-dwellings using dynamic simulation model (dsm),astndea9,['3565'],green deal energy advice
