,index,URN,NOS Title,correct_exact_matches
191,asth317.pdf,ASTH317,Arrange and conduct meetings with customers and others,Group dynamic
192,asth318.pdf,ASTH318,Work with customers and groups to develop the community,Promote; Consultation method; Identify opportunity; Community development; Diversity awareness; Assist customer
193,asth319.pdf,ASTH319,Develop and sustain partnership or collaborative working arrangements,Promote
194,asth320.pdf,ASTH320,Develop and promote customer involvement in the organisation,Promote; Consultation method
195,asth321.pdf,ASTH321,"Develop, implement and review support plans with individuals",Promote; Information sharing; Initiative
196,asth322.pdf,ASTH322,Support social and personal development needs of individuals,Management; Information sharing; Audit; Risk assessment
197,asth323.pdf,ASTH323,Help customers to move and settle into new living environments,Promote; Information sharing; Secure environment; Initiative; Rehabilitation
198,asth324 x.pdf,ASTH324,"Contribute to assessing and act upon risk of danger, harm or abuse",Acting; Age; Fear; Storage; Collection; Exploitation
199,asth325.pdf,ASTH325,Work within appropriate boundaries with customers,Empower; Age; Mental health; Learning disability
200,asth326.pdf,ASTH326,Enable individuals to maintain contacts in potentially isolating situations,Promote; Mental health; Emotional distress; Mobility
201,asth327.pdf,ASTH327,Provide support to customers to reduce the risk of homelessness,Promote; Lighter; Information sharing; Initiative; Mediation
202,asth404.pdf,ASTH404,Manage and develop individuals,Management; Empower; Creativity; Information sharing; Staff development; Recruiting; Leadership style; Performance appraisal; Cooperation; Vision
203,asth406.pdf,ASTH406,Identify and secure funding in your area of responsibility,Management; Cost; Initiative; Contract negotiation; Contract law; Costing
204,asth407.pdf,ASTH407,Manage housing projects and contractors,Management; Information sharing
205,asth408.pdf,ASTH408,Investigate disputes and breaches of agreement in a housing context,Acting; Management; Cost; Proactive
206,asth409.pdf,ASTH409,Monitor and respond to the potential for legal proceedings in a housing context,Management
207,asth410.pdf,ASTH410,Reduce the number and impact of empty properties,Cleanliness; Sales strategy; Inspection; Risk assessment; Repair
208,asth411.pdf,ASTH411,Manage housing rent services,Management; Collection; Welfare
209,asth412.pdf,ASTH412,Contribute to housing review strategies and plans,Service provision; Information sharing; Data collection; Vision
210,asth413.pdf,ASTH413,Work with the private sector to increase the availability of rented homes,Management; Initiative; Risk assessment; Scheme
211,asth414.pdf,ASTH414,Implement and manage feedback processes with customers and stakeholders,Manage feedback; Consultation method; Identify opportunity; Empowerment
212,asth415.pdf,ASTH415,Set up and manage partnership working arrangements in a housing context,Identify opportunity
213,asth416.pdf,ASTH416,"Develop practices which promote choice, well-being and protection of all individuals",Acting; Management; Empower; Promote; Comment; Mentor; Fear; Initiative; Risk assessment; Trustworthy
214,asth417.pdf,ASTH417,Assess individual needs and preferences,Management; Empower; Promote; Initiative; Need assessment; Risk assessment; Human resource management; Empowerment
215,asth418.pdf,ASTH418,"Produce, evaluate and amend service delivery plans to meet individual needs and preferences",Management; Empower; Promote; Initiative; Risk assessment; Human resource management; Empowerment
216,asth419.pdf,ASTH419,Maintain and manage records and reports,Promote; Mental health; Teamwork; Maintain privacy; Listening; Differential; Report writing; Mediation
217,asth420.pdf,ASTH420,Develop joint working agreements and practices and review their effectiveness,Management; Empower; Initiative; Risk assessment
218,asth421.pdf,ASTH421,Recruit and manage volunteers in the housing sector,Training; Manage volunteer; Recruiting; Recruit
219,asth422.pdf,ASTH422,Plan and implement change in a housing environment,Training; Negotiation skill; Identify training need
220,asthom2.pdf,ASTHOM2,Contribute to the safety and security of people and property,Power supply; Instruction; Compliance; Logging; React; Schedule
221,asthom3.pdf,ASTHOM3,Prepare for home inspections,Instruction; Inspection
222,asthom4.pdf,ASTHOM4,Undertake home inspections,Catalogue; Visual inspection; Age; Heating systems; Floor; Cost; Thermal insulation; Calculation; Inspection; Energy efficiency; Drainage; Repair; Ventilation
223,asthom5.pdf,ASTHOM5,Prepare and disseminate home condition reports,Comment; Cost; Database; Inspection
224,astict1.pdf,ASTICT1,Prepare to carry out cleaning operations on information communication technology (ict) equipment,Scanner; Instruction; Printer; Headset; Warning sign; Power tool; Cleaning; Hand tool
225,astict2.pdf,ASTICT2,Carry out information communication technology (ict) equipment cleaning operations,Management; Instruction; Food; Hair; Storage; Collection; Equipment cleaning; Cleaning
226,astict3.pdf,ASTICT3,Contribute to the security of the premises,Book; Entry point; Site map; Smart card; Lighting; Book entry; Ventilation
227,astipc13.pdf,ASTIPC13,"Provide guidance, resources and support to enable staff to minimise the risk of spreading infection",Management; Training; Root cause analysis; Latex; Infection control; Audit; First aid; Hand hygiene; Cleaning; Immunisation
228,astj4.pdf,ASTJ4,Recruit staff,Employment law; Cost; Newspaper; Advertising; Contract law; Recruiting; Recruit
229,astk1.pdf,ASTK1,Make sure your staff can do their work,J; Training; Training programme; Staff development; Set target
230,astlb1.pdf,ASTLB1,Evaluate benefit applications,
231,astlb2.pdf,ASTLB2,Calculate and pay benefits,Payment method; Calculate benefit; Scheme
232,astll1.pdf,ASTLL1,Develop and maintain marketing materials for letting owned properties,Promote; Marketing material; Marketing; Render; Advertising
233,astll11.pdf,ASTLL11,Respond to requests for repairs and organise the maintenance and repair of property,Emergency repair; Cost; Inspection; Costing; Maintenance and repair; Fault; Repair
234,astll12.pdf,ASTLL12,Inspect the condition of property to let,Inspection; Risk assessment; Repair
235,astll5.pdf,ASTLL5,Prepare inventories for owned properties to let,Comment; Furnishing
236,astll8.pdf,ASTLL8,Renew and extend tenancy / licence agreements and review rents,Covenant
237,astll9.pdf,ASTLL9,Bring tenancy / licence agreements to an end,
238,astllca.pdf,ASTLLCA,Maintain the statutory local land charges register,Database; Geographic information system gi; Building control
239,astllcb.pdf,ASTLLCB,Contribute to maintaining the statutory local land charges register,Database; Geographic information system gi; Building control
240,astllcc.pdf,ASTLLCC,Maintain records in order to respond to official local land and property enquiries,Cost; Database; Geographic information systems; Building control
241,astllcd.pdf,ASTLLCD,Contribute to maintaining records in order to respond to official land and property enquiries,Read map; Database; Geographic information systems; Building control
242,astllce.pdf,ASTLLCE,Manage communications regarding the local land and property information service,Promote; Services marketing; Freedom of information act
243,astllcf.pdf,ASTLLCF,Provide information and assistance to individuals accessing the local land and property information service,Inspection
244,astllcg.pdf,ASTLLCG,Carry out searches of the local land charges register and respond to official local land and property enquiries,Database; Geographic information system gi; Legibility; Building control
245,astllch.pdf,ASTLLCH,Provide responses to official local land and property enquiries,Database; Geographic information systems; Logging; Building control
246,astllci.pdf,ASTLLCI,Register and confirm personal search instructions from clients,Instruction; Cost; Database; Geographic information system gi; Inspection; Schedule
247,astllcj.pdf,ASTLLCJ,Prepare to carry out personal searches of local land and property information,Instruction; Database; Geographic information system gi; Inspection; Schedule
248,astllck.pdf,ASTLLCK,Research local land and property information,Instruction; Database; Geographic information system gi; Legibility
249,astllcm.pdf,ASTLLCM,Deliver personal search reports to clients,Printing; Cost; Dispatch; Inspection; Record keeping; Storage systems
250,astllcn.pdf,ASTLLCN,Conduct personal searches of local land and property information,Instruction; Database; Geographic information system gi; Legibility; Inspection; Schedule
251,astllco.pdf,ASTLLCO,Design and compile accurate and comprehensive personal search reports,Cost; Legibility; Inspection; Record keeping; Storage systems
252,astlra1.pdf,ASTLRA1,Maintain activities to meet requirements,Management
253,astlrc4.pdf,ASTLRC4,Create effective working relationships,Management; Support colleague; People work
254,astlrc7.pdf,ASTLRC7,Contribute to the selection of personnel for activities,Management
255,astlrc9.pdf,ASTLRC9,Contribute to the development of teams and individuals,Management; Training; Instructing
256,astlrd1v1.pdf,ASTLRD1,Manage information for action,Management; Validation
257,astlrics21.pdf,ASTLRICS2-1,Give customers a positive impression of yourself and your organisation,Comment; Intranet; Land registration
258,astlrics23.pdf,ASTLRICS2-3,Develop customer relationships,Service provision; Comment; Cost; Land registration
259,astlrics26.pdf,ASTLRICS2-6,Develop personal performance through delivering customer service,Land registration
260,astlrr2.1.pdf,ASTLRR2.1,Maintain effective working,Logging; Schedule; Land registration
261,astlrr2.10.pdf,ASTLRR2.10,Despatch relevant information to agents,Land registration
262,astlrr2.11.pdf,ASTLRR2.11,Settle complex plans cases,Book; Layer; Digital mapping; Tolerance
263,astlrr2.13.pdf,ASTLRR2.13,Contribute to the preparation of production research areas,Survey; Instruction
264,astlrr2.2.pdf,ASTLRR2.2,Check applications for land registration,Land registration
265,astlrr2.3.pdf,ASTLRR2.3,Allocate and record new applications,Indexing
266,astlrr2.4.pdf,ASTLRR2.4,Cross reference information and close entries on existing registers,Closing entry; Indexing
267,astlrr2.5.pdf,ASTLRR2.5,Carry out plans identification and categorisation,Digital mapping
268,astlrr2.6.pdf,ASTLRR2.6,Settle plans within prepared areas,Instruction; Layer; Digital mapping; Tolerance
269,astlrr2.7.pdf,ASTLRR2.7,Identify rights and burdens relating to applications within prepared areas,Instruction
270,astlrr2.8.pdf,ASTLRR2.8,Register proprietor and charge holder interests in land,Instruction; Instruct
271,astlrr2.9.pdf,ASTLRR2.9,"Collate, input and archive information relating to registration applications",Legibility; Scanning; Archive
272,astlrr3.14.pdf,ASTLRR3.14,Assist team members in processing complex or unusual applications,
